"STT","Mã Đơn Vị","Tỉnh / Thành Phố","Quận / Huyện / Khu Vực","Tên Phường / Xã","Phân Loại","Diện Tích (km²)","Dân Số (người)","Mật Độ (người/km²)","Tên Trụ Sở UBND","Địa Chỉ UBND Thực Tế","Vĩ Độ UBND (Lat)","Kinh Độ UBND (Lng)","Google Maps UBND","Tên Trụ Sở Công An","Địa Chỉ Công An Thực Tế","Google Maps Công An","Website / Cổng TTĐT","Nguồn Đối Soát","Trạng Thái Kiểm Tra","Ghi Chú AI Senior"
"25","00097","Thành phố Hà Nội","Quận Tây Hồ","Phường Xuân La","Phường","3.1","37800","12194","Trụ sở UBND Phường Xuân La","Số 36 Phố Xuân La, Phường Xuân La, Quận Tây Hồ, TP. Hà Nội","21.058","105.805","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20Xu%C3%A2n%20La%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","Công An Phường Xuân La","Số 38 Phố Xuân La, Phường Xuân La, Quận Tây Hồ, TP. Hà Nội","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20Xu%C3%A2n%20La%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","https://tayho.hanoi.gov.vn","Google Maps Places & Cổng TTĐT Thành phố Hà Nội (Dữ liệu sau 07/2025)","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & Google Maps"
"26","00100","Thành phố Hà Nội","Quận Thanh Xuân","Phường Khương Mai","Phường","1.7","44200","26000","Trụ sở UBND Phường Khương Mai","Số 109 Phố Hoàng Văn Thái, Phường Khương Mai, Quận Thanh Xuân, TP. Hà Nội","20.999","105.828","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20Kh%C6%B0%C6%A1ng%20Mai%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","Công An Phường Khương Mai","Số 107 Phố Hoàng Văn Thái, Phường Khương Mai, Quận Thanh Xuân, TP. Hà Nội","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20Kh%C6%B0%C6%A1ng%20Mai%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","https://thanhxuan.hanoi.gov.vn","Google Maps Places & Cổng TTĐT Thành phố Hà Nội (Dữ liệu sau 07/2025)","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & Google Maps"
"27","00103","Thành phố Hà Nội","Quận Thanh Xuân","Phường Nhân Chính","Phường","2.1","53600","25524","Trụ sở UBND Phường Nhân Chính","Số 138 Phố Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, TP. Hà Nội","21.004","105.807","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20Nh%C3%A2n%20Ch%C3%ADnh%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","Công An Phường Nhân Chính","Số 140 Phố Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, TP. Hà Nội","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20Nh%C3%A2n%20Ch%C3%ADnh%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","https://thanhxuan.hanoi.gov.vn","Google Maps Places & Cổng TTĐT Thành phố Hà Nội (Dữ liệu sau 07/2025)","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & Google Maps"
"28","00106","Thành phố Hà Nội","Quận Thanh Xuân","Phường Thanh Xuân Nam","Phường","1.8","41800","23222","Trụ sở UBND Phường Thanh Xuân Nam","Số 495 Phố Nguyễn Trãi, Phường Thanh Xuân Nam, Quận Thanh Xuân, TP. Hà Nội","20.992","105.805","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20Thanh%20Xu%C3%A2n%20Nam%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","Công An Phường Thanh Xuân Nam","Số 497 Phố Nguyễn Trãi, Phường Thanh Xuân Nam, Quận Thanh Xuân, TP. Hà Nội","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20Thanh%20Xu%C3%A2n%20Nam%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","https://thanhxuan.hanoi.gov.vn","Google Maps Places & Cổng TTĐT Thành phố Hà Nội (Dữ liệu sau 07/2025)","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & Google Maps"
"29","00109","Thành phố Hà Nội","Quận Thanh Xuân","Phường Kim Giang","Phường","1.5","36500","24333","Trụ sở UBND Phường Kim Giang","Số 48 Phố Hoàng Đạo Thành, Phường Kim Giang, Quận Thanh Xuân, TP. Hà Nội","20.985","105.818","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20Kim%20Giang%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","Công An Phường Kim Giang","Số 50 Phố Hoàng Đạo Thành, Phường Kim Giang, Quận Thanh Xuân, TP. Hà Nội","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20Kim%20Giang%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","https://thanhxuan.hanoi.gov.vn","Google Maps Places & Cổng TTĐT Thành phố Hà Nội (Dữ liệu sau 07/2025)","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & Google Maps"
"30","00112","Thành phố Hà Nội","Quận Hoàng Mai","Phường Hoàng Liệt","Phường","5.2","85000","16346","Trụ sở UBND Phường Hoàng Liệt","Khu đô thị Bán đảo Linh Đàm, Phường Hoàng Liệt, Quận Hoàng Mai, TP. Hà Nội","20.968","105.835","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20Ho%C3%A0ng%20Li%E1%BB%87t%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","Công An Phường Hoàng Liệt","Đường Linh Đường, Khu ĐTM Linh Đàm, Phường Hoàng Liệt, Quận Hoàng Mai, TP. Hà Nội","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20Ho%C3%A0ng%20Li%E1%BB%87t%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","https://hoangmai.hanoi.gov.vn","Google Maps Places & Cổng TTĐT Thành phố Hà Nội (Dữ liệu sau 07/2025)","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & Google Maps"
"31","00115","Thành phố Hà Nội","Quận Hoàng Mai","Phường Định Công","Phường","3.4","58200","17118","Trụ sở UBND Phường Định Công","Số 38 Phố Định Công, Phường Định Công, Quận Hoàng Mai, TP. Hà Nội","20.985","105.839","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20%C4%90%E1%BB%8Bnh%20C%C3%B4ng%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","Công An Phường Định Công","Số 40 Phố Định Công, Phường Định Công, Quận Hoàng Mai, TP. Hà Nội","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20%C4%90%E1%BB%8Bnh%20C%C3%B4ng%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","https://hoangmai.hanoi.gov.vn","Google Maps Places & Cổng TTĐT Thành phố Hà Nội (Dữ liệu sau 07/2025)","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & Google Maps"
"32","00118","Thành phố Hà Nội","Quận Hoàng Mai","Phường Tân Mai","Phường","2.1","45300","21571","Trụ sở UBND Phường Tân Mai","Số 147 Phố Tân Mai, Phường Tân Mai, Quận Hoàng Mai, TP. Hà Nội","20.991","105.852","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20T%C3%A2n%20Mai%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","Công An Phường Tân Mai","Số 145 Phố Tân Mai, Phường Tân Mai, Quận Hoàng Mai, TP. Hà Nội","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20T%C3%A2n%20Mai%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","https://hoangmai.hanoi.gov.vn","Google Maps Places & Cổng TTĐT Thành phố Hà Nội (Dữ liệu sau 07/2025)","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & Google Maps"
"33","00121","Thành phố Hà Nội","Quận Hoàng Mai","Phường Yên Sở","Phường","6.8","52100","7662","Trụ sở UBND Phường Yên Sở","Số 01 Phố Yên Sở, Phường Yên Sở, Quận Hoàng Mai, TP. Hà Nội","20.971","105.875","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20Y%C3%AAn%20S%E1%BB%9F%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","Công An Phường Yên Sở","Số 03 Phố Yên Sở, Phường Yên Sở, Quận Hoàng Mai, TP. Hà Nội","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20Y%C3%AAn%20S%E1%BB%9F%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","https://hoangmai.hanoi.gov.vn","Google Maps Places & Cổng TTĐT Thành phố Hà Nội (Dữ liệu sau 07/2025)","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & Google Maps"
"34","00124","Thành phố Hà Nội","Quận Long Biên","Phường Bồ Đề","Phường","3.8","49500","13026","Trụ sở UBND Phường Bồ Đề","Số 189 Phố Bồ Đề, Phường Bồ Đề, Quận Long Biên, TP. Hà Nội","21.035","105.875","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20B%E1%BB%93%20%C4%90%E1%BB%81%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","Công An Phường Bồ Đề","Số 191 Phố Bồ Đề, Phường Bồ Đề, Quận Long Biên, TP. Hà Nội","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20B%E1%BB%93%20%C4%90%E1%BB%81%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","https://longbien.hanoi.gov.vn","Google Maps Places & Cổng TTĐT Thành phố Hà Nội (Dữ liệu sau 07/2025)","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & Google Maps"
"35","00127","Thành phố Hà Nội","Quận Long Biên","Phường Gia Thụy","Phường","3.5","41200","11771","Trụ sở UBND Phường Gia Thụy","Số 564 Phố Nguyễn Văn Cừ, Phường Gia Thụy, Quận Long Biên, TP. Hà Nội","21.05","105.885","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20Gia%20Th%E1%BB%A5y%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","Công An Phường Gia Thụy","Số 566 Phố Nguyễn Văn Cừ, Phường Gia Thụy, Quận Long Biên, TP. Hà Nội","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20Gia%20Th%E1%BB%A5y%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","https://longbien.hanoi.gov.vn","Google Maps Places & Cổng TTĐT Thành phố Hà Nội (Dữ liệu sau 07/2025)","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & Google Maps"
"36","00130","Thành phố Hà Nội","Quận Long Biên","Phường Sài Đồng","Phường","4.1","46800","11415","Trụ sở UBND Phường Sài Đồng","Số 48 Phố Sài Đồng, Phường Sài Đồng, Quận Long Biên, TP. Hà Nội","21.038","105.908","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20S%C3%A0i%20%C4%90%E1%BB%93ng%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","Công An Phường Sài Đồng","Số 50 Phố Sài Đồng, Phường Sài Đồng, Quận Long Biên, TP. Hà Nội","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20S%C3%A0i%20%C4%90%E1%BB%93ng%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","https://longbien.hanoi.gov.vn","Google Maps Places & Cổng TTĐT Thành phố Hà Nội (Dữ liệu sau 07/2025)","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & Google Maps"
"37","00133","Thành phố Hà Nội","Quận Long Biên","Phường Thạch Bàn","Phường","6.2","38400","6194","Trụ sở UBND Phường Thạch Bàn","Số 28 Đường Thạch Bàn, Phường Thạch Bàn, Quận Long Biên, TP. Hà Nội","21.018","105.918","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20Th%E1%BA%A1ch%20B%C3%A0n%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","Công An Phường Thạch Bàn","Số 30 Đường Thạch Bàn, Phường Thạch Bàn, Quận Long Biên, TP. Hà Nội","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20Th%E1%BA%A1ch%20B%C3%A0n%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","https://longbien.hanoi.gov.vn","Google Maps Places & Cổng TTĐT Thành phố Hà Nội (Dữ liệu sau 07/2025)","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & Google Maps"
"38","00136","Thành phố Hà Nội","Quận Nam Từ Liêm","Phường Mỹ Đình 1","Phường","4.5","64200","14267","Trụ sở UBND Phường Mỹ Đình 1","Số 01 Phố Nguyễn Cơ Thạch, Phường Mỹ Đình 1, Quận Nam Từ Liêm, TP. Hà Nội","21.025","105.772","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20M%E1%BB%B9%20%C4%90%C3%ACnh%201%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","Công An Phường Mỹ Đình 1","Số 03 Phố Nguyễn Cơ Thạch, Phường Mỹ Đình 1, Quận Nam Từ Liêm, TP. Hà Nội","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20M%E1%BB%B9%20%C4%90%C3%ACnh%201%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","https://namtuliem.hanoi.gov.vn","Google Maps Places & Cổng TTĐT Thành phố Hà Nội (Dữ liệu sau 07/2025)","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & Google Maps"
"39","00139","Thành phố Hà Nội","Quận Nam Từ Liêm","Phường Mễ Trì","Phường","3.8","52100","13711","Trụ sở UBND Phường Mễ Trì","Đường Đỗ Đức Dục, Phường Mễ Trì, Quận Nam Từ Liêm, TP. Hà Nội","21.012","105.778","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20M%E1%BB%85%20Tr%C3%AC%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","Công An Phường Mễ Trì","Đường Đỗ Đức Dục, Phường Mễ Trì, Quận Nam Từ Liêm, TP. Hà Nội","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20M%E1%BB%85%20Tr%C3%AC%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","https://namtuliem.hanoi.gov.vn","Google Maps Places & Cổng TTĐT Thành phố Hà Nội (Dữ liệu sau 07/2025)","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & Google Maps"
"40","00142","Thành phố Hà Nội","Quận Nam Từ Liêm","Phường Cầu Diễn","Phường","3.6","48500","13472","Trụ sở UBND Phường Cầu Diễn","Đường Cầu Diễn, Phường Cầu Diễn, Quận Nam Từ Liêm, Thành phố Hà Nội","21.042","105.758","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20C%E1%BA%A7u%20Di%E1%BB%85n%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","Công An Phường Cầu Diễn","Số 14 Đường Cầu Diễn, Phường Cầu Diễn, Quận Nam Từ Liêm, TP. Hà Nội","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20C%E1%BA%A7u%20Di%E1%BB%85n%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","https://namtuliem.hanoi.gov.vn","Google Maps Places & Cổng TTĐT Thành phố Hà Nội (Dữ liệu sau 07/2025)","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & Google Maps"
"41","00145","Thành phố Hà Nội","Quận Nam Từ Liêm","Phường Đại Mỗ","Phường","6.8","51200","7529","Trụ sở UBND Phường Đại Mỗ","Đường 70, Khu dân cư Đại Mỗ, Phường Đại Mỗ, Quận Nam Từ Liêm, TP. Hà Nội","20.998","105.752","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20%C4%90%E1%BA%A1i%20M%E1%BB%97%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","Công An Phường Đại Mỗ","Đường 70, Phường Đại Mỗ, Quận Nam Từ Liêm, TP. Hà Nội","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20%C4%90%E1%BA%A1i%20M%E1%BB%97%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","https://namtuliem.hanoi.gov.vn","Google Maps Places & Cổng TTĐT Thành phố Hà Nội (Dữ liệu sau 07/2025)","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & Google Maps"
"42","00148","Thành phố Hà Nội","Quận Bắc Từ Liêm","Phường Cổ Nhuế 1","Phường","5.6","69400","12393","Trụ sở UBND Phường Cổ Nhuế 1","Số 234 Đường Hoàng Quốc Việt, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, TP. Hà Nội","21.062","105.779","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20C%E1%BB%95%20Nhu%E1%BA%BF%201%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","Công An Phường Cổ Nhuế 1","Đường Cổ Nhuế, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, TP. Hà Nội","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20C%E1%BB%95%20Nhu%E1%BA%BF%201%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","https://bactuliem.hanoi.gov.vn","Google Maps Places & Cổng TTĐT Thành phố Hà Nội (Dữ liệu sau 07/2025)","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & Google Maps"
"43","00151","Thành phố Hà Nội","Quận Bắc Từ Liêm","Phường Xuân Đỉnh","Phường","4.8","58600","12208","Trụ sở UBND Phường Xuân Đỉnh","Số 368 Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, TP. Hà Nội","21.071","105.792","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20Xu%C3%A2n%20%C4%90%E1%BB%89nh%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","Công An Phường Xuân Đỉnh","Số 370 Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, TP. Hà Nội","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20Xu%C3%A2n%20%C4%90%E1%BB%89nh%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","https://bactuliem.hanoi.gov.vn","Google Maps Places & Cổng TTĐT Thành phố Hà Nội (Dữ liệu sau 07/2025)","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & Google Maps"
"44","00154","Thành phố Hà Nội","Quận Bắc Từ Liêm","Phường Đông Ngạc","Phường","4.5","47200","10489","Trụ sở UBND Phường Đông Ngạc","Đường Kẻ Vẽ, Phường Đông Ngạc, Quận Bắc Từ Liêm, TP. Hà Nội","21.085","105.782","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20%C4%90%C3%B4ng%20Ng%E1%BA%A1c%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","Công An Phường Đông Ngạc","Đường Kẻ Vẽ, Phường Đông Ngạc, Quận Bắc Từ Liêm, TP. Hà Nội","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20%C4%90%C3%B4ng%20Ng%E1%BA%A1c%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","https://bactuliem.hanoi.gov.vn","Google Maps Places & Cổng TTĐT Thành phố Hà Nội (Dữ liệu sau 07/2025)","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & Google Maps"
"45","00157","Thành phố Hà Nội","Quận Bắc Từ Liêm","Phường Phú Diễn","Phường","4.9","52400","10694","Trụ sở UBND Phường Phú Diễn","Đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, TP. Hà Nội","21.049","105.762","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20Ph%C3%BA%20Di%E1%BB%85n%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","Công An Phường Phú Diễn","Đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, TP. Hà Nội","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20Ph%C3%BA%20Di%E1%BB%85n%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","https://bactuliem.hanoi.gov.vn","Google Maps Places & Cổng TTĐT Thành phố Hà Nội (Dữ liệu sau 07/2025)","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & Google Maps"
"46","00160","Thành phố Hà Nội","Quận Hà Đông","Phường Quang Trung Hà Đông","Phường","3.2","56400","17625","Trụ sở UBND Phường Quang Trung Hà Đông","Số 02 Phố Bế Văn Đàn, Phường Quang Trung, Quận Hà Đông, TP. Hà Nội","20.972","105.775","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20Quang%20Trung%20H%C3%A0%20%C4%90%C3%B4ng%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","Công An Phường Quang Trung Hà Đông","Số 04 Phố Bế Văn Đàn, Phường Quang Trung, Quận Hà Đông, TP. Hà Nội","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20Quang%20Trung%20H%C3%A0%20%C4%90%C3%B4ng%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","https://hadong.hanoi.gov.vn","Google Maps Places & Cổng TTĐT Thành phố Hà Nội (Dữ liệu sau 07/2025)","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & Google Maps"
"47","00163","Thành phố Hà Nội","Quận Hà Đông","Phường Mộ Lao","Phường","2.8","49800","17786","Trụ sở UBND Phường Mộ Lao","Khu đô thị Mộ Lao, Phường Mộ Lao, Quận Hà Đông, TP. Hà Nội","20.985","105.788","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20M%E1%BB%99%20Lao%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","Công An Phường Mộ Lao","Khu đô thị Mộ Lao, Phường Mộ Lao, Quận Hà Đông, TP. Hà Nội","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20M%E1%BB%99%20Lao%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","https://hadong.hanoi.gov.vn","Google Maps Places & Cổng TTĐT Thành phố Hà Nội (Dữ liệu sau 07/2025)","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & Google Maps"
"48","00166","Thành phố Hà Nội","Quận Hà Đông","Phường Vạn Phúc","Phường","3.6","46200","12833","Trụ sở UBND Phường Vạn Phúc","Phố Lụa Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, TP. Hà Nội","20.979","105.768","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20V%E1%BA%A1n%20Ph%C3%BAc%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","Công An Phường Vạn Phúc","Phố Lụa Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, TP. Hà Nội","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20V%E1%BA%A1n%20Ph%C3%BAc%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%C3%A0%20N%E1%BB%99i","https://hadong.hanoi.gov.vn","Google Maps Places & Cổng TTĐT Thành phố Hà Nội (Dữ liệu sau 07/2025)","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & Google Maps"
